Step;VehicleID;X_Pos;Y_Pos;Speed_ms;Angle
31;veh1;77.48;99.51;0.21;14.24
31;veh2;66.08;67.58;7.21;194.21
31;veh3;4.59;42.08;9.02;103.28
32;veh0;167.49;80.24;6.86;291.55
32;veh1;77.51;99.63;0.13;14.24
32;veh2;64.65;60.51;7.21;190.30
32;veh3;13.06;40.08;8.70;103.28
33;veh0;159.48;83.41;8.61;291.55
33;veh1;77.51;99.64;0.00;14.24
33;veh2;63.24;52.78;7.86;190.30
33;veh3;21.63;38.06;8.80;103.28
34;veh0;152.19;86.29;7.84;291.55
34;veh1;77.51;99.64;0.00;14.24
34;veh2;61.81;44.89;8.01;190.30
34;veh3;29.41;35.78;8.11;106.84
35;veh0;144.30;89.40;8.48;291.55
35;veh1;77.51;99.64;0.00;14.24
35;veh2;60.86;39.71;5.27;190.30
35;veh3;37.39;33.37;8.33;106.84
36;veh0;136.45;92.50;8.44;291.55
36;veh1;77.51;99.64;0.00;14.24
36;veh2;60.57;38.11;1.62;190.30
36;veh3;45.47;30.92;8.44;106.84
37;veh0;128.59;95.35;8.38;288.83
37;veh1;77.51;99.64;0.00;14.24
37;veh2;60.56;38.02;0.09;190.30
37;veh3;53.18;29.37;7.89;98.38
38;veh0;121.14;97.63;7.79;286.99
38;veh1;77.51;99.64;0.00;14.24
38;veh2;60.55;37.98;0.05;190.30
38;veh3;61.36;28.72;8.21;92.53
39;veh0;113.55;99.95;7.94;286.99
39;veh1;77.51;99.64;0.00;14.24
39;veh2;60.46;36.26;1.72;187.78
39;veh3;69.20;27.08;8.05;105.32
40;veh0;106.32;102.16;7.55;286.99
40;veh1;77.51;99.64;0.00;14.24
40;veh2;61.07;32.34;4.04;173.39
40;veh3;77.47;24.32;8.72;109.10
41;veh0;98.20;104.64;8.49;286.99
41;veh1;77.51;99.64;0.00;14.24
41;veh2;65.82;28.25;6.50;124.99
41;veh3;85.83;21.42;8.85;109.10
42;veh0;90.53;106.67;7.94;284.46
42;veh1;77.51;99.64;0.00;14.24
42;veh2;72.69;25.97;7.24;107.46
42;veh3;93.14;18.69;7.80;110.86
43;veh0;86.51;107.71;4.15;284.46
43;veh1;77.51;99.64;0.00;14.24
43;veh2;79.76;23.53;7.48;109.10
43;veh3;101.30;15.58;8.73;110.86
44;veh0;86.44;107.73;0.07;284.46
44;veh1;77.51;99.64;0.00;14.24
44;veh2;87.18;20.96;7.86;109.10
44;veh3;108.66;12.75;7.89;111.22
45;veh0;86.42;107.73;0.03;284.46
45;veh1;77.51;99.64;0.00;14.24
45;veh2;94.70;18.10;8.04;110.86
45;veh3;116.52;9.52;8.50;112.33
46;veh0;86.40;107.74;0.02;284.46
46;veh1;78.15;101.57;2.03;15.84
46;veh2;102.07;15.29;7.89;110.86
46;veh3;124.41;6.28;8.53;112.33
47;veh0;86.39;107.74;0.00;284.46
47;veh1;81.03;104.79;4.54;39.94
47;veh2;109.56;12.38;8.04;111.51
47;veh3;132.19;3.08;8.41;112.33
48;veh0;86.39;107.74;0.00;284.46
48;veh1;86.60;104.38;5.71;97.23
48;veh2;116.55;9.50;7.56;112.33
48;veh3;139.97;-0.12;8.42;112.33
49;veh0;86.39;107.74;0.00;284.46
49;veh1;93.23;102.67;6.85;104.45
49;veh2;123.88;6.49;7.92;112.33
49;veh3;145.72;0.67;6.32;75.29
50;veh0;86.39;107.74;0.00;284.46
50;veh1;99.82;100.80;6.85;106.42
50;veh2;131.27;3.46;7.99;112.33
50;veh3;148.22;5.47;5.42;26.99
51;veh0;86.39;107.74;0.00;284.46
51;veh1;106.46;98.77;6.95;106.99
51;veh2;138.98;0.29;8.33;112.33
51;veh3;151.13;11.75;6.92;24.93
52;veh0;86.39;107.74;0.00;284.46
52;veh1;113.15;96.73;6.99;106.99
52;veh2;144.05;-0.60;5.27;99.32
52;veh3;154.70;19.43;8.47;24.93
53;veh0;86.39;107.74;0.00;284.46
53;veh1;120.03;94.62;7.19;106.99
53;veh2;147.56;4.06;5.99;32.96
53;veh3;158.18;26.92;8.26;24.93
54;veh0;86.39;107.74;0.00;284.46
54;veh1;126.92;92.52;7.21;106.99
54;veh2;150.95;11.35;8.04;24.93
54;veh3;161.64;34.36;8.21;24.93
55;veh0;86.39;107.74;0.00;284.46
55;veh1;133.49;90.23;6.96;110.04
55;veh2;154.01;17.94;7.27;24.93
55;veh3;165.10;41.80;8.20;24.93
56;veh0;86.39;107.74;0.00;284.46
56;veh1;139.57;87.83;6.54;111.55
56;veh2;157.42;25.26;8.08;24.93
56;veh3;168.75;49.66;8.66;24.93
57;veh0;86.39;107.74;0.00;284.46
57;veh1;146.60;85.05;7.56;111.55
57;veh2;160.79;32.53;8.01;24.93
57;veh3;172.38;57.46;8.60;24.93
58;veh0;86.39;107.74;0.00;284.46
58;veh1;153.71;82.24;7.64;111.55
58;veh2;163.87;39.15;7.31;24.93
58;veh3;176.09;65.44;8.80;24.93
59;veh0;86.39;107.74;0.00;284.46
59;veh1;159.82;79.83;6.56;111.55
59;veh2;166.89;45.65;7.16;24.93
59;veh3;178.41;70.44;5.51;24.93
60;veh0;86.39;107.74;0.00;284.46
60;veh1;166.54;77.18;7.23;111.55
60;veh2;170.19;52.75;7.84;24.93
60;veh3;177.82;75.77;5.79;349.86
61;veh0;86.39;107.74;0.00;284.46
61;veh1;173.38;74.48;7.35;111.55
61;veh2;173.55;59.97;7.96;24.93
61;veh3;172.73;78.17;5.65;294.30
62;veh0;86.39;107.74;0.00;284.46
62;veh1;175.68;72.98;2.86;118.01
62;veh2;177.01;67.42;8.21;24.93
62;veh3;165.39;81.07;7.90;291.55
63;veh0;86.39;107.74;0.00;284.46
63;veh1;174.49;69.59;3.66;183.85
63;veh2;179.02;72.89;5.88;19.40
63;veh3;157.30;84.27;8.69;291.55
64;veh0;86.39;107.74;0.00;284.46
64;veh1;172.22;64.71;5.38;204.93
64;veh2;175.34;77.14;6.07;311.81
64;veh3;149.19;87.47;8.73;291.55
65;veh0;86.39;107.74;0.00;284.46
65;veh1;169.39;58.61;6.72;204.93
65;veh2;168.62;79.80;7.22;291.55
65;veh3;141.03;90.69;8.76;291.55
66;veh0;86.39;107.74;0.00;284.46
66;veh1;166.10;51.53;7.81;204.93
66;veh2;161.86;82.47;7.27;291.55
66;veh3;133.72;93.58;7.86;291.55
67;veh0;86.39;107.74;0.00;284.46
67;veh1;162.89;44.63;7.61;204.93
67;veh2;154.97;85.19;7.41;291.55
67;veh3;125.96;96.15;8.18;286.99
68;veh0;86.39;107.74;0.00;284.46
68;veh1;159.73;37.82;7.51;204.93
68;veh2;148.00;87.94;7.49;291.55
68;veh3;118.44;98.45;7.87;286.99
69;veh0;86.39;107.74;0.00;284.46
69;veh1;156.51;30.90;7.63;204.93
69;veh2;141.28;90.59;7.23;291.55
69;veh3;110.54;100.87;8.26;286.99
70;ourVehicle0;67.53;30.95;15.00;287.24
70;ourVehicle4;60.53;37.87;15.00;190.30
70;ourVehicle5;174.66;73.97;15.00;111.55
70;ourVehicle6;55.72;29.00;15.00;98.38
70;ourVehicle8;178.42;70.46;15.00;24.93
70;ourVehicle9;70.95;111.07;15.00;282.02
70;veh0;84.43;108.10;2.00;282.78
70;veh1;153.45;24.32;7.26;204.93
70;veh2;134.09;93.43;7.74;291.55
70;veh3;102.84;103.22;8.05;286.99
71;ourVehicle0;64.71;43.01;14.07;10.30
71;ourVehicle13;146.65;2.10;15.00;52.71
71;ourVehicle14;-0.37;43.25;15.00;103.28
71;ourVehicle4;67.74;27.53;14.19;114.42
71;ourVehicle47;141.69;2.64;15.00;225.34
71;ourVehicle5;170.50;61.01;14.60;204.93
71;ourVehicle52;37.98;116.67;15.00;279.64
71;ourVehicle6;46.02;34.11;14.19;283.39
71;ourVehicle62;77.76;100.61;15.00;14.24
71;ourVehicle8;169.99;79.26;14.36;291.55
71;ourVehicle9;57.23;113.40;13.91;279.64
71;veh0;81.04;108.24;3.43;274.54
71;veh1;150.42;17.81;7.18;204.93
71;veh2;126.43;96.01;8.08;286.99
71;veh3;96.24;105.20;6.90;286.60
72;ourVehicle0;67.64;59.12;16.37;10.30
72;ourVehicle1;63.67;37.30;15.00;346.42
72;ourVehicle11;55.04;32.33;15.00;274.19
72;ourVehicle13;152.75;15.23;14.48;24.93
72;ourVehicle14;14.18;39.82;14.95;103.28
72;ourVehicle26;175.52;71.81;15.00;135.00
72;ourVehicle30;55.72;29.00;15.00;98.38
72;ourVehicle4;82.21;22.68;15.26;109.10
72;ourVehicle47;128.79;7.94;13.94;292.34
72;ourVehicle5;163.57;46.10;16.45;204.93
72;ourVehicle54;178.42;70.46;15.00;24.93
72;ourVehicle6;30.29;38.87;16.44;286.84
72;ourVehicle62;89.02;103.76;13.78;103.67
72;ourVehicle8;154.80;85.26;16.33;291.55
72;ourVehicle9;45.80;115.34;11.59;279.64
72;veh0;76.19;105.15;5.92;234.53
72;veh1;147.37;11.23;7.25;204.93
72;veh2;119.03;98.27;7.74;286.99
72;veh3;90.48;106.69;5.95;284.46
73;ourVehicle0;71.60;76.34;17.68;14.24
73;ourVehicle1;66.34;51.98;14.92;10.30
73;ourVehicle11;41.11;35.60;14.35;286.84
73;ourVehicle13;158.93;28.53;14.66;24.93
73;ourVehicle14;28.10;36.18;14.39;106.84
73;ourVehicle2;67.53;30.95;15.00;287.24
73;ourVehicle21;140.47;-0.32;15.00;112.33
73;ourVehicle26;169.31;58.46;14.73;204.93
73;ourVehicle30;69.45;27.00;13.95;105.54
73;ourVehicle4;96.49;17.42;15.23;110.86
73;ourVehicle47;116.03;13.18;13.80;292.34
73;ourVehicle5;157.52;33.08;14.35;204.93
73;ourVehicle54;170.11;79.21;14.23;291.55
73;ourVehicle6;12.59;43.49;18.30;283.28
73;ourVehicle62;103.68;99.62;15.24;106.99
73;ourVehicle8;141.57;90.48;14.23;291.55
73;ourVehicle9;38.13;116.65;7.78;279.64
73;veh0;73.73;97.78;7.79;196.22
73;veh1;144.34;4.72;7.19;204.93
73;veh2;112.19;100.36;7.15;286.99
73;veh3;84.75;108.06;5.89;283.32
74;ourVehicle0;76.31;94.89;19.13;14.24
74;ourVehicle1;69.13;66.59;14.87;11.80
74;ourVehicle11;27.75;39.64;13.95;286.84
74;ourVehicle13;164.76;41.06;13.81;24.93
74;ourVehicle14;41.80;32.03;14.31;106.84
74;ourVehicle15;60.53;37.87;15.00;190.30
74;ourVehicle17;71.73;108.50;15.00;36.36
74;ourVehicle2;52.75;32.67;14.91;276.76
74;ourVehicle21;149.50;8.24;14.26;24.93
74;ourVehicle26;163.07;45.03;14.80;204.93
74;ourVehicle30;82.75;22.49;14.05;109.10
74;ourVehicle4;109.97;12.21;14.45;111.64
74;ourVehicle45;174.66;73.97;15.00;111.55
74;ourVehicle47;102.61;18.51;14.44;290.84
74;ourVehicle5;152.04;21.28;13.01;204.93
74;ourVehicle54;155.03;85.16;16.21;291.55
74;ourVehicle6;-1.42;45.35;14.67;265.53
74;ourVehicle62;120.70;94.42;17.79;106.99
74;ourVehicle8;129.94;94.94;12.45;290.12
74;ourVehicle9;38.55;113.32;5.94;156.83
74;ourVehicle95;178.42;70.46;15.00;24.93
74;veh0;71.74;89.89;8.14;194.21
74;veh1;142.52;2.49;3.04;213.48
74;veh2;104.51;102.71;8.03;286.99
74;veh3;77.03;105.99;8.49;241.31
75;ourVehicle0;84.13;104.94;14.63;76.45
75;ourVehicle1;72.68;80.59;14.45;14.24
75;ourVehicle11;14.39;43.06;13.80;283.28
75;ourVehicle12;67.53;30.95;15.00;287.24
75;ourVehicle13;170.75;53.96;14.23;24.93
75;ourVehicle14;55.55;29.03;14.12;98.38
75;ourVehicle15;65.30;46.24;13.76;10.30
75;ourVehicle17;59.74;112.97;14.60;279.64
75;ourVehicle2;39.41;36.11;13.80;286.84
75;ourVehicle21;156.38;23.03;16.31;24.93
75;ourVehicle26;157.04;32.04;14.33;204.93
75;ourVehicle28;71.73;108.50;15.00;36.36
75;ourVehicle30;96.48;17.42;14.64;110.86
75;ourVehicle32;146.65;2.10;15.00;52.71
75;ourVehicle4;123.63;6.60;14.76;112.33
75;ourVehicle45;170.72;61.48;14.08;204.93
75;ourVehicle47;89.55;23.48;13.96;290.84
75;ourVehicle5;148.45;13.57;8.51;204.93
75;ourVehicle54;142.15;90.25;13.86;291.55
75;ourVehicle6;10.61;40.66;13.84;103.28
75;ourVehicle62;137.66;88.59;17.95;111.55
75;ourVehicle8;118.89;98.32;11.56;286.99
75;ourVehicle9;46.19;112.02;7.76;99.64
75;ourVehicle95;169.45;79.47;14.94;291.55
75;veh0;69.86;82.48;7.64;194.21
75;veh1;139.87;3.39;2.82;262.42
75;veh2;97.42;104.88;7.41;286.99
75;veh3;73.81;98.08;8.66;196.71
76;ourVehicle0;98.49;101.20;14.85;105.71
76;ourVehicle1;75.75;92.68;12.46;14.24
76;ourVehicle10;55.72;29.00;15.00;98.38
76;ourVehicle11;4.08;45.49;10.60;283.28
76;ourVehicle12;76.22;24.75;14.81;108.88
76;ourVehicle13;176.90;67.19;14.58;24.93
76;ourVehicle15;68.03;61.31;15.31;10.30
76;ourVehicle17;46.21;115.27;13.72;279.64
76;ourVehicle2;25.51;40.32;14.52;286.84
76;ourVehicle21;163.66;38.70;17.28;24.93
76;ourVehicle23;-0.37;43.25;15.00;103.28
76;ourVehicle26;152.89;23.12;9.83;204.93
76;ourVehicle30;110.33;12.06;14.85;111.75
76;ourVehicle32;152.65;15.00;14.23;24.93
76;ourVehicle34;60.53;37.87;15.00;190.30
76;ourVehicle36;71.73;108.50;15.00;36.36
76;ourVehicle4;137.98;0.70;15.52;112.33
76;ourVehicle45;164.00;47.03;15.93;204.93
76;ourVehicle47;78.85;27.23;11.34;289.12
76;ourVehicle5;146.07;8.44;5.66;204.93
76;ourVehicle54;130.57;94.75;12.42;290.72
76;ourVehicle6;25.91;36.84;15.77;105.56
76;ourVehicle62;153.23;82.43;16.74;111.55
76;ourVehicle8;110.09;101.00;9.19;286.99
76;ourVehicle9;55.71;110.41;9.65;99.64
76;ourVehicle95;155.33;85.05;15.18;291.55
76;veh0;67.94;74.92;7.80;194.21
76;veh1;135.65;5.12;4.56;292.34
76;veh2;90.13;106.78;7.53;284.46
76;veh3;71.94;90.68;7.63;194.21
77;ourVehicle0;113.96;96.48;16.17;106.99
77;ourVehicle1;77.71;100.40;7.96;14.24
77;ourVehicle10;64.00;39.13;14.74;13.70
77;ourVehicle11;-1.53;45.22;6.10;263.39
77;ourVehicle12;92.21;19.05;16.98;110.86
77;ourVehicle15;71.46;75.78;14.88;14.24
77;ourVehicle17;37.48;113.50;13.05;194.23
77;ourVehicle2;15.20;42.87;10.63;283.28
77;ourVehicle21;170.44;53.28;16.08;24.93
77;ourVehicle23;13.65;39.94;14.40;103.28
77;ourVehicle26;150.39;17.74;5.93;204.93
77;ourVehicle30;123.16;6.79;13.88;112.33
77;ourVehicle32;158.42;27.43;13.70;24.93
77;ourVehicle34;50.07;33.07;13.78;278.50
77;ourVehicle36;59.36;113.04;14.99;279.64
77;ourVehicle4;147.07;3.01;11.19;41.17
77;ourVehicle45;158.90;36.06;12.10;204.93
77;ourVehicle47;71.40;29.75;7.86;288.48
77;ourVehicle5;143.82;3.60;5.33;204.93
77;ourVehicle54;120.36;97.87;10.68;286.99
77;ourVehicle6;39.08;32.86;13.76;106.84
77;ourVehicle62;165.31;77.66;12.98;111.55
77;ourVehicle79;66.58;27.89;15.00;99.39
77;ourVehicle8;100.84;103.83;9.68;286.99
77;ourVehicle86;60.53;37.87;15.00;190.30
77;ourVehicle9;67.69;108.37;12.15;99.64
77;ourVehicle95;142.12;90.26;14.20;291.55
77;veh0;66.05;67.46;7.69;194.21
77;veh1;129.35;7.71;6.81;292.34
77;veh2;82.19;108.33;8.11;279.00
77;veh3;69.95;82.82;8.11;194.21
78;ourVehicle0;131.33;91.08;18.20;107.93
78;ourVehicle1;76.73;102.44;2.39;355.77
78;ourVehicle10;66.76;54.30;15.42;10.30
78;ourVehicle11;3.58;42.32;6.45;109.47
78;ourVehicle12;107.03;13.40;15.86;110.86
78;ourVehicle15;74.23;86.72;11.28;14.24
78;ourVehicle17;52.03;111.03;14.76;99.64
78;ourVehicle2;7.58;44.67;7.83;283.28
78;ourVehicle21;177.99;69.54;17.93;24.93
78;ourVehicle23;27.79;36.27;14.62;106.84
78;ourVehicle26;147.92;12.42;5.87;204.93
78;ourVehicle29;70.95;111.07;15.00;282.02
78;ourVehicle30;135.91;1.55;13.79;112.33
78;ourVehicle32;164.34;40.16;14.04;24.93
78;ourVehicle34;35.44;37.31;15.25;286.84
78;ourVehicle36;45.54;115.39;14.02;279.64
78;ourVehicle4;152.79;15.32;13.57;24.93
78;ourVehicle44;60.53;37.87;15.00;190.30
78;ourVehicle45;155.53;28.80;8.01;204.93
78;ourVehicle47;61.68;31.89;9.99;278.50
78;ourVehicle5;137.25;4.46;7.47;292.02
78;ourVehicle54;110.64;100.84;10.16;286.99
78;ourVehicle6;48.47;30.07;9.80;106.24
78;ourVehicle62;173.79;74.31;9.12;111.55
78;ourVehicle7;84.63;104.89;15.00;101.99
78;ourVehicle79;80.06;23.42;14.21;109.10
78;ourVehicle8;91.76;106.36;9.42;284.46
78;ourVehicle9;74.83;103.06;10.13;152.45
78;ourVehicle95;131.56;94.43;11.36;291.55
78;veh0;64.48;59.62;8.00;190.30
78;veh1;122.74;10.42;7.14;292.34
78;veh2;75.95;104.60;7.71;228.72
78;veh3;68.02;75.22;7.84;194.21
79;ourVehicle0;147.39;84.74;17.27;111.55
79;ourVehicle1;76.73;102.44;0.00;355.77
79;ourVehicle10;69.53;68.18;14.16;13.09
79;ourVehicle11;11.57;40.43;8.21;103.28
79;ourVehicle12;121.14;7.62;15.25;112.33
79;ourVehicle15;75.90;93.26;6.75;14.24
79;ourVehicle16;60.53;37.87;15.00;190.30
79;ourVehicle17;68.35;108.26;16.56;99.64
79;ourVehicle2;0.59;46.32;7.18;283.28
79;ourVehicle21;170.58;79.02;14.73;291.55
79;ourVehicle23;38.37;33.07;11.05;106.84
79;ourVehicle26;144.48;5.03;8.15;204.93
79;ourVehicle29;56.93;113.45;14.22;279.64
79;ourVehicle30;145.42;0.31;10.24;81.39
79;ourVehicle32;170.44;53.29;14.48;24.93
79;ourVehicle34;24.08;40.75;11.87;286.84
79;ourVehicle36;39.71;113.13;14.63;126.99
79;ourVehicle4;159.25;29.21;15.32;24.93
79;ourVehicle44;65.32;46.39;13.91;10.30
79;ourVehicle45;152.21;21.66;7.88;204.93
79;ourVehicle47;49.65;33.14;12.11;278.50
79;ourVehicle5;130.30;7.32;7.51;292.34
79;ourVehicle54;101.43;103.65;9.63;286.99
79;ourVehicle6;53.71;29.30;5.30;98.38
79;ourVehicle62;173.65;67.78;8.07;203.99
79;ourVehicle7;97.91;101.38;13.73;105.40
79;ourVehicle79;93.39;18.60;14.17;110.86
79;ourVehicle8;85.21;108.01;6.76;284.10
79;ourVehicle9;72.54;93.06;10.27;194.21
79;ourVehicle95;120.97;97.68;11.07;286.99
79;veh0;63.13;52.19;7.54;190.30
79;veh1;115.78;13.28;7.52;292.34
79;veh2;75.95;104.60;0.00;228.72
79;veh3;66.22;68.10;7.34;194.21
80;ourVehicle0;160.90;79.40;14.53;111.55
80;ourVehicle1;74.98;101.70;2.06;305.29
80;ourVehicle10;72.12;78.38;10.52;14.24
80;ourVehicle11;21.74;38.03;10.44;103.28
80;ourVehicle12;132.53;2.94;12.32;112.33
80;ourVehicle15;76.45;95.44;2.25;14.24
80;ourVehicle16;67.64;27.56;14.09;115.03
80;ourVehicle2;1.09;42.91;6.39;149.35
80;ourVehicle21;154.60;85.34;17.19;291.55
80;ourVehicle23;44.64;31.17;6.55;106.84
80;ourVehicle26;140.08;3.30;5.98;258.20
80;ourVehicle29;45.59;115.38;11.50;279.64
80;ourVehicle30;150.22;9.78;10.65;24.93
80;ourVehicle32;176.55;66.43;14.50;24.93
80;ourVehicle34;13.74;43.21;10.63;283.28
80;ourVehicle36;53.36;110.81;13.85;99.64
80;ourVehicle4;165.59;42.86;15.06;24.93
80;ourVehicle44;67.75;59.75;13.58;10.30
80;ourVehicle45;148.38;13.40;9.10;204.93
80;ourVehicle47;37.24;36.77;12.94;286.84
80;ourVehicle5;123.36;10.17;7.50;292.34
80;ourVehicle54;93.90;105.80;7.84;285.38
80;ourVehicle6;60.85;30.61;7.58;71.02
80;ourVehicle62;169.46;58.76;9.95;204.93
80;ourVehicle7;111.02;97.38;13.72;106.99
80;ourVehicle79;107.34;13.28;14.93;110.86
80;ourVehicle8;82.16;108.34;3.06;278.95
80;ourVehicle9;69.72;81.94;11.47;194.21
80;ourVehicle95;110.85;100.77;10.58;286.99
80;veh0;61.74;44.55;7.77;190.30
80;veh1;108.68;16.20;7.68;292.32
80;veh2;75.95;104.60;0.00;228.72
80;veh3;64.73;60.99;7.27;190.68
81;ourVehicle0;172.52;74.81;12.49;111.55
81;ourVehicle1;73.86;98.29;3.65;207.95
81;ourVehicle10;73.62;84.30;6.10;14.24
81;ourVehicle11;31.63;35.11;10.32;106.84
81;ourVehicle12;144.49;-0.35;12.76;94.10
81;ourVehicle15;76.93;97.33;1.95;14.24
81;ourVehicle16;81.33;22.98;14.44;109.10
81;ourVehicle2;9.24;40.98;8.38;103.28
81;ourVehicle21;137.96;91.91;17.89;291.55
81;ourVehicle23;52.86;29.42;8.44;98.73
81;ourVehicle26;133.14;6.15;7.50;292.34
81;ourVehicle29;38.69;116.55;7.00;279.64
81;ourVehicle30;155.26;20.63;11.96;24.93
81;ourVehicle32;177.94;75.61;10.00;352.16
81;ourVehicle34;4.98;45.28;9.00;283.28
81;ourVehicle36;62.58;109.24;9.35;99.64
81;ourVehicle4;171.61;55.81;14.28;24.93
81;ourVehicle44;70.06;70.28;10.79;14.24
81;ourVehicle45;146.02;8.33;5.59;204.93
81;ourVehicle47;25.93;40.19;11.81;286.84
81;ourVehicle5;116.30;13.07;7.64;292.34
81;ourVehicle54;90.61;106.65;3.40;284.46
81;ourVehicle6;64.12;39.79;9.86;12.98
81;ourVehicle62;164.33;47.73;12.16;204.93
81;ourVehicle7;124.31;93.32;13.89;106.99
81;ourVehicle79;120.49;7.89;14.22;112.33
81;ourVehicle8;82.03;108.35;0.14;278.72
81;ourVehicle9;67.46;73.01;9.20;194.21
81;ourVehicle95;102.70;103.26;8.53;286.99
81;veh0;60.57;38.08;6.58;190.30
81;veh1;102.12;18.70;7.01;290.84
81;veh2;75.95;104.60;0.00;228.72
81;veh3;63.26;52.90;8.23;190.30
82;ourVehicle0;173.88;68.28;8.88;201.48
82;ourVehicle1;72.60;93.32;5.12;194.21
82;ourVehicle10;74.72;88.65;4.49;14.24
82;ourVehicle11;41.44;32.14;10.24;106.84
82;ourVehicle12;150.68;10.77;12.89;24.93
82;ourVehicle15;77.60;99.98;2.73;14.24
82;ourVehicle16;95.75;17.70;15.36;110.86
82;ourVehicle2;19.92;38.46;10.97;103.28
82;ourVehicle21;124.27;96.67;14.50;286.99
82;ourVehicle23;63.33;28.60;10.51;91.84
82;ourVehicle26;125.89;9.13;7.84;292.34
82;ourVehicle29;38.51;113.33;6.48;158.01
82;ourVehicle30;160.94;32.84;13.47;24.93
82;ourVehicle32;168.91;79.68;9.96;291.55
82;ourVehicle34;-1.14;44.08;8.27;236.39
82;ourVehicle36;68.12;108.30;5.62;99.64
82;ourVehicle4;175.94;65.12;10.26;24.93
82;ourVehicle44;71.61;76.38;6.29;14.24
82;ourVehicle45;141.65;2.66;7.93;226.08
82;ourVehicle47;16.70;42.52;9.52;283.28
82;ourVehicle5;110.07;15.63;6.74;292.34
82;ourVehicle54;89.74;106.88;0.90;284.46
82;ourVehicle55;60.53;37.87;15.00;190.30
82;ourVehicle6;66.24;51.45;11.86;10.30
82;ourVehicle62;158.22;34.58;14.50;204.93
82;ourVehicle7;137.89;88.49;14.42;111.55
82;ourVehicle79;132.73;2.86;13.24;112.33
82;ourVehicle8;81.99;108.35;0.04;278.66
82;ourVehicle9;65.31;64.16;9.12;193.20
82;ourVehicle95;98.15;104.65;4.75;286.99
82;veh0;57.27;32.59;6.68;216.42
82;veh1;95.83;21.09;6.73;290.84
82;veh2;75.95;104.60;0.00;228.72
82;veh3;62.04;46.18;6.82;190.30
83;ourVehicle0;169.41;58.66;10.61;204.93
83;ourVehicle1;71.01;87.04;6.48;194.21
83;ourVehicle10;75.70;92.50;3.98;14.24
83;ourVehicle11;50.36;29.79;9.25;103.01
83;ourVehicle12;156.58;23.46;13.99;24.93
83;ourVehicle15;80.12;104.45;5.24;30.15
83;ourVehicle16;109.65;12.34;14.90;111.54
83;ourVehicle2;30.06;35.58;10.54;106.84
83;ourVehicle21;114.38;99.69;10.35;286.99
83;ourVehicle23;75.81;24.89;13.04;108.72
83;ourVehicle26;119.14;11.90;7.29;292.34
83;ourVehicle29;46.95;111.90;8.56;99.64
83;ourVehicle30;166.86;45.58;14.04;24.93
83;ourVehicle32;158.21;83.91;11.50;291.55
